first_name,last_name
Cristina,Rotoloni
Corina,L. Apostol
David,Papineau  Howard Selina  Laurence Gane - Piero  Ziauddin Sardar  ...
Mehmet,Nuri Yardim
Kayla,Dadgar
Marium,Cafe
Mary,J. Kastten
Fyra,B. Ginn
Dennis,R. Spence
lemeignan,grard / lemeignan g?rard
Pelle,Nilsson
Alexander,Pushkin
med,Rieger
Bernhard,Thieme
National,Research Council (U.S.). Highway Research Board.
Joseph,Conrad
Charles,H. Carpenter
Jean,Kinney Williams
NCCER,Unknown
David,Whitley
Björn,Elmbrant
Jerry,B. Jenkins
Brennan,Manning
Jimmy,B. Prince
Harry,Junkin
Pam,Latterell
Dutch,Technology Transfer Programme
Robert,Minhinnick
Mary,Elting
United,States. Congress. House. Committee on Energy and Commerce. Subcommittee on Health
Jan,Greenberg
Amnon,Gofer
Bertil,Wennberg
Assa,Doron
H.,M. Vernon
Nelda,Shelton
Joanna,Campbell
Yū,Aku
Gerhard,Seyfried
Gerardus,Blokdyk
Charles,River Editors
M.,Fitzmaurice
Elisabetta,Rasy
Kai,Horsthemke
N.A.,Gokcen
Julie,Danneberg
Yousof,Gawasmeh
Alicar,Regges
Winquettz,Books
Emily,Ward
Julius,B. Goode
Luana,Prestinice
Alper,Isin
Farah,Christian
Nadia,NADIA
Augustus,Morgan
Barbara,L. Niles
Ernst,Böklen
Stephanie,Dahmen
smitha,smitha
T.,M. Bledsoe
Subrat,Biswal
Yoshida ,Yoshitaka.
Bernth,Lindfors
Deborah,J. Baker
Will,Fowler
Natalia,Rose
Sonya,Newland
Gill,Guile
J.,Ignacio Rojas Moscoso
Carolyn,Barrett
Ewa,Orlowska
Suzanne,Keen
Hans-Georg,Müller
Theora,Krummel
Great,Britain. Parliament. House of Commons. Standing Committee A.
André,Malraux
Joan,Wilen
N.,Isar
Mingzhai,Geng
Alphonse,Allais
Hermann,Hesse
Dan,Bittner
Eva,H. D.
E.,Soloway
Satyananda,Champati Rai
Joe,Ungemah
Ermutige,Mädchen
A.,L. GHIDINI
Silver,Tonalities
Stephanie,London
Cristian,Ciamporcero
O.,V. Kukuruz
Ian,Mcfarlane
Christoph,Derschau
John,Jackman
Jeff,Thurston
Susan,D. Cole
David,S. Favre
John,Palmer
Patrick,M. O'Malley
Hagstrom,Map Company
Victoria,Hutchings
Hargrove,Unknown
J.,Kent
A.J.,Kerr
Sonia,Ezgulian
Margaret,Arnold
J.,Bowles
Mary,Elizabeth Johnson Huff
Eric,Nonn
Michael,Smith
Lee,B. Becker
Ioana,V Bazavan
G.,M. Berrow
Michael,Arloski
August,Rossbach
Rose,White
Gregorio,Martinez Perez
Varios,Unknown
Andrew,G. Lawrence
Nancy,Duxbury
McClain,Moore
Caelan,Kuban
China),International Symposium on Destructive Cults (1st 2000 Beijing
Lisa,Smelter
Charlene,Riaz
Mordechai,Akiva Friedman
Derrick,Dixon
Fedor,Afanasʹevich Angeli
Christyan,Fox
Marguerite,D. Bomse
Brian,J. Knapp
Frank,Bonham
Patrick,Jennings
Scott,Parker
Chad,Norris
Martin ,Michael
Noah,Cicero
Barry,Bleidt
Vooz,Unknown
The,Animal Feed excluding Unmilled Cereals Research Group
Iron,Oxides Research Group
Angela,Dolgner
Jacob,M. Price
Xin,He
Zbigniew,Osiński
Casey,Rand
Henry,Delisle
Olaf,Stapledon
Carlos,Bratke
Valérie,Saintoyant
Uwe,Quasthoff
Valiur,Rahaman
Kolektif,Unknown
Karl,Heinz Bittel
Carolyn,B Anderson
Morton,Grossman
Paco,Camarasa
Daniel,Lloyd
Mounia,Chekhab-Abudaya
Harmon,Snipes
Catherine,Dower
Aziz,Syamsuddin
Robert,Willoughby Corrigan
Smith ,Peter C.
Jason,Dearn
Mohamed,Loey
Tami,Fiore
Ireland ,Robert M.
Philip,Alston
Mei,Jin L
Al,Ismail  Reem  Sr.
Melissa,Pritchard
Mark,Voit
Disney,Storybook Artists
Charles,D. Lovejoy
K.,Reynolds
Schwartz ,Howard
Sharleen,Johnson
A.-M.,Bergeret
Karl,Harper
Zygmunt,Bauman
Elliot,Ross
Steve,Kortenkamp
Stone ,Alan
Alfred,E. Brehm
Stefan,Krätke
Michael,Bright
Kristen,Seamens Kurland
Yūji,Yamashita
Veit-Jakobus,Dieterich
Joseph,Ditta
Hualing,Nie
Margarita,Martínez del Sobral
Jean,Bethke Elshtain
Marieke,Nijkamp
Wan,yao ming
Tom,Skulan
Lei,Shishak
Bill,Kraus
Lara,Siscar
Audrey,Kobayashi
Sandhya,Prabhat
Charles,Q. Meng
James,Hogg
Salah,Belaadi
Fangying,Chai
CPCS,Transcom Limited
Tal,Brooke
Lowell,Observatory
María,Lavilla
Polly,R. Polly R Brown
Xi,Peng Xu
H.,W.H
Daisy,Heart Daisy Heart
Nikki,Salem
park,sumatcha
H,BRUA CAMPBELL
Jessica,Vendetti
Susan,Oliver
Steven,Ericsson-Zenith
James,Houston Turner
T︠S︡entr,"Peterburgskoe vostokovedenie"
Isabel,Moore
Andrew,Sutherland
Norman,L. Torrey
Hawkins ,Colin.
Elizabeth,George
Iamblichus,Unknown
Randall,Phillis
Siân,Wade
Roger,Pensom
R,Dorrance
Richard,Green Moulton
Tom,Boland
Maria,Roblez
Landon,Carter
Samuel,Lock
Eliza,Marian Butler
Susanne,Fischer
Jared,M. Diamond
Bodo,Korn
Lars,Hellman
Damien,Krsteski
Clayton,Geoffreys
Olly,Goldenberg
Kerry,L. Barger
Xilin,Lü
Carlotta,Brentan
Keluodi,Unknown
Gaytzag,Palandjian
Trinity,Styller
ninno,ninnoprod
Noriko,Hyndman
Cornelius,Keller
Emma,Hammers
Nicholas,Kearns
Flower,press house
M.,Masters
Edmund,Husserl
Barry,Johns Potter
Njeri,Muchunu
Department,of Human Services
John,Grehan
Stefan,E. Hössl
Chris,Meaden
Stephan,Born
Ellis,Kaut
Knud,Schibsbye
Janie,Prichard Duggan
Josephine,Tey
Mona,Rejino
Vivienne,Hodges
Jeremiah,Hackett
Jiambalvo,Unknown
Darcy,H. Shaw
Ramon,Girona
Joy,Cowley
Fina,Casalderrey
Francesco,Lazzari
Martin,Hoch
June,Cotner
Stewart ,Robert
Frances,Evesham
Sheldon,Franks
Steve,Skidmore
Anthony,M. Vintzileos
Jill,Bauer
Abu,Huraira Press
Rongh,Studio
Van,D'elden Staff
J.,Patrick Dobel
Johan,Markels
Sebastian,Steinbach
Danielle,Maylyn
Willibald,Eser
Dallas,Graham
Yŏng-jik,Ko
Medway,Mermaids
Gretchen,Dobrott Bernard
José,Luis Ríos Jorquera
Kōji,Matsuoka
U.,S. Environmental Agency
Bill,O'Reilly
B.,E. Strauer
Constantin,Schneider
Paul,Provencher
John,Cann Bailey
Janet,Evanovich
G.,A. Henty
George,I. Sackheim
Thomas,Stein
Mary,Shaw
A.,E. Akkerman
Esther,Taylor
Eva,Wolf
Xin,Li
Terry,Deary
Andrzej,Marks
Mikhail,Dmitrievich Artamonov
Canada.,Commission de réforme du droit
Bernt,T. Oftestad
Erzsébet,Csányi
United,States. Dept. of the Interior
Niclas,Blåder
Muḥammad,Maḥmūd Idrīs
United,States National Museum
Irina,Druzhinina
Wolfgang,Pesendorfer
Robin,S. Doak
Robert,J. Hanlon
Silke,Eikermann-Moseberg
Tintti,Klapuri
Fernando,Nombela
Margaret,Ambry
James,Benedict
Walter,Petters
Hans-Peter,Kallabis
Mallory,Reault
Sehernaz,Güvenbas
Robert,Barr
A.,Lee Fritschler
Creative,Coloring Publishing Press
Timothy,Drumm
Ralph,R. McCain
Tamu,Company
Matthew,L. Saxton
Patrick,Joyce
Pink,Pen Pink Pen Press
Gigi,Hanshaw
Robert,Andrews
Thom,Blake
Gervase,Phinn
Workshop,on Bone Morphometry University of Ottawa 1973.
Anthony,J. Kelly
David,B. Potts
Alice,Hoffman
William,Hague
J.,Robert Kerrey
Stephan,Leimberg
Jeffrey,Morgan
Sheila,Anderson
Anthony,Knight
Gastão,Cruz
Marcia,L. Buck
Stephen,Orchard
Nicolas,Raschauer
Robert, A. Saunders
Jonathan,S. Adams
José,Mármol
Michael,Haag
Mari,Bolte
Rikey,Austin
Heidi,Ravven
Kerekes ,György.
Kara,Leopard
Susan,Barba
Inmanuel,Kant
Edward,Gibbon
Barbara,Teller Ornelas
John,Harold Haynes
Hatice,Altunay
Metropolitan,Public Gardens Assoc
Poornima,Tiwari
Rajesh,Srinivasan
J.,C. Gall
Jeffrey,Paul Brown
Julie,Pack
Raul,Cârstocea
Johann,Hebel
Shiori,Ikeno
Daniela,Spachtholz
Denis,Diderot
Dhc,Scoresheet
Hargrave,L. (Hargrave Lee) Adam
Yŏng-gyun,Pak
Barbara,Anne Ganson
Miriam,J. Gross
Max,Brooks
Québec).,Sous-comité de l'historique du 50e Paroisse Saint-Jean Bosco (Hull
Lawrence,Grossberg
Max,Bell
Megan,Donahue
Tom,Sharpe
Alfred,Hayes
Juyu,Sung
D.,Klemm
Martin,Durrell
Bertrand,Meyer-Stabley
NATO,Advanced Research Institute on in Vitro Toxicity Testing of Envi
Hans,Schattle
Ole,Nydahl
Osamu,Saito
Roselyne,Gobern
Susan,Bonners
Martin,Kaufhold
C.,B. Forrest
Kari,Vähätalo
Nicholas,Grene
Ma.,del Carmen Casanova
Clarence,Watkins
United,Nations
Jonathan,L. Kvanvig
Sreeraj,Gopi
Adriana,Herrera
Ericka,Midtgard
Aenigmatis,Unknown
Patrick,Travers
Winter,Season Artworks
Ruby,Mohan
John,Swofford
Garrison,AUNDREA
Leo,Huang
Sue,Hammond
Cheroll,Dossett
Jackson,owner edition
Olivia,Saldana
Panel,on Building and Fire Research
Catherine,Solski
Carol,Marinelli
Muḥammad,ibn Muḥammad Maqqarī
Benjamin,Cummings Truman
David,Stacton
Peter,A. Angeles
Mark,West
John,E. Schulenberg
Raymond,E. Durgnat
V.,Rakoff
Mong,Li Lee
Helmut,Schröder
Paul,R. Raithby
The,Telecommunications Research Group
Herbert,Jelinek
Mijou,Kovacs
Liliana,Fisichella
Nancy,Cato
Albert,Cossery
Grace,McQuillan
Catholic,Church. Archdiocese of Guatemala (Guatemala). Oficina de Derechos Humanos
Victoria,England
The,Law Library
Mateusz,Wielopolski
Timothy,D. Barfoot
Maddalena,Del Gallo
Forum,on Neuroscience and Nervous System Disorders
David,Partlett
Marina,BEN
Cicilia,S
Carlyle,"Smitty" Harris
Genene,Stradling
Bill,K Koul
Jane,Christmas Press
Zora,pubblicazione
#,House Press
Dwayne,Lawson-Brown
Artsy,TAURUS
Urbóreas,Unknown
Maxine,(Mama) Westminster Co Morarie
Raymond,A. (Husband) Sanchez
Donald,Moffitt
Marilyn,Henrion
Jan,Louis Van Tonder
Enrique,Martínez Miura
james,joyce
Melanie,Halton
Vanessa,Collingridge
Josef,Gugler
United,Nations Conference on Trade and Development.
Alan,Walker
Giannēs,K. Karakōstas
Tudor,Vlad
Carl,L. Brown
Samuel,Seldon
Charles,Hubert Hastings Parry
Naomi,Roberson
F.,P. Cormier
Philip,Nixon
H.,L. Mencken
Peter,Hartung
Arturo,Elizondo Lopez
Clément,Chéroux
Heath,W. Lowry
Helene,Moglen
Mansour,Challita
Adam,Smith
Costas,Komborozos
Laughing,Roy Best
An,Old Past Master
Julia,Patel
Gary,Triplett
de,lin Sun
Claude,Harris
Davenya,PUBLISHING
Juhani,Riihentaus
Kathy,A. McCloskey
Marina,Milani
Nei,Menggu qian bi xue hui
Nathaniel,William Taylor
Miguel,Murugarren
Stuart,Yates
Elsie,Elliot
Seminario,internazionale di progettazione  Napoli  architettura e città (8th 1996 Naples  Italy)
Stuart,MacBride
Creativity,the Classroom
Nalini,Suparamaniam
Gwendolen,Lampshire Hayden
Jeffrey,O. Bennett
Michael,R. Solomon
John,Laing
M.,H. Abrams
Inger,Christensen
Kenneth,Brighenti
Lorenzo,Veracini
H.,A. Eiselt
Arnold,Eidslott
Jason,Lisle
Laura,Ugolini
Zia,Wesley Hosford
Ian,Durrant
Sharon,Burton
David,Deida
Florence,Barnard
Sasha,Sokolov
Morgan,Kenney
Hanna,Muszyńska-Hoffmannowa
Sergi,Belbel
Laura,Lee
Igorʹ,T︠s︡arev
Kim,Ventrella
Ravell,Unknown
Hardpress,Unknown
Longman,Hurst Brown
International,Bureau of the American Rep
Bill,Gillard
ARET,VARTANYAN.
Michael,Grundt Spang
Khadije,Bazzi
Sarah,Gurman
Iona,Bark
Marie,Immaculée
Qiṣī,Muḥammad ʻUyūn
Nielsen ,Frederik
Zachariah,Wells
Diary,Believe
David,Adger
International,Conference on Cancer Among Black Populations (1980 Roswell Park Memorial Institute)
William,Tighe
Leroy,Eyring
Laurence,Spurling
Hugh,Mackay
Thordur,Jonsson
Dryden,W
Gene,Camerik
Doreen,B. Heard
Dick,Davis
Moldova.,Unknown
Shyam,Sunder
John,L. Elias
Mohammad,Khan
Philomena,Essed
Robert,Gottlieb
Stephen,K. Hall
Douglas,W. Topham
Jack,David Eller
McGraw,Hill
Mark,L. Jewell
Jaco,Hoffman
Allyn,and Bacon Editorial Staff
Claire,L. Lyons
Vincent,Kelvin
Sandra,L. Huska
Doug,Hammett
Mark,Hill
Anniversary,Golde
Elixir,Winters
Sigmund,Freud
Erick,Engelke
Nolberto ,Celso  Jr.
Rita,Souto Maior
J.,Donald Bowen
Emil,Fulajtar
Mary,Shelley
Reisetagebuch,Blanko
J.,B. J B Boon
Eikichi,Unknown
Adam,Wieland
Tiarna,Marshalleck
David,Hawkins
Edmund,Henry Colbeck
E.,C. Wickham
Sarah,Westleigh
P.,D. Eastman
Nigel,Williams
Prosun,Bhattacharya
Kate,Jones
Edwin,Shneidman
Davies ,Philip
Oliver,Clone
Franco,Niccolucci
Henry,W. Flournoy
J.,Chiari
Roger,Johnston
Peter,Hopkirk
Bernd,Krewer
Henry,Denker
Marilynn,M. Rosenthal
Nicolás,Pizarro Suárez
David,Broome
Amit,Agarwal
Sophy,Henn
Laura,Perdew
Li,yang
Eduard,A. Ziegenhagen
T.,J. Reed
Simplicius,of Cilicia
Patricie,Mertova
Michael,P. Muehlenbein
Marfe,Ferguson-Delano
Barbara,Mcmahon
Raffaele,Monaco
Marshal,Berry
William,Wernz
Kent,State University Chestnut Burr
Antoinette,ORTIZ COLON
Maxwell,Truesdale
Charlie,McFadden
Jennifer,Faulds Goldsborough
Tamasin,Day-Lewis
Over,the Over the Wall Dogs
W.,v. Murat
Murtaz̤á,Ḥusaynī
R.,S. Upadhyay
Arthur,Henry Hallam
Arthur,Miller
Charles,Quest-Ritson
Enid,Blyton
Alexei,A. Maradudin
Mark,Justice Hinton
Department,of Defense
David,M. Waller D.C.
Philip,J. Weiser
Emil,L. Fackenheim
J.,Devreeese
Charles ,Ph.D. Garfield
Carlo,Mattogno
Stefan,Collini
KITTY,RICHARDS
Xian,Huang
Fan,Hong
Nelson,H.F. Beebe
Alessia,Trunfio
Merlin,Sheldrake
Jacob,A. Bikker
MANGAN,Unknown
Anouar,Ammar
Robert,Ide
Thanos,Papathanassiou
Precious,T
Fifi,Abu
ROBERT,J EMERY
Boris,Téplitzky
Pier,Giorgio Corino
Eva,M. Aguilar Mediavilla
Benjamin,Harper
Brian,G. Walton
Heinz,Wermuth
Elaine,Norman
Zoltán,Dörnyei
Margaret,Townsend Warren
Slim,Palmer
Anita,Croy
Susumu,Ono
Joost,van Kasteren
Giuseppe,Tomasi di Lampedusa
Scholes,Barry
William,John Hopkins
Beverly,Rae Kimes
Richard,Peet
Renee,Wood
Larry,Mayer
Roman,Kozierkiewicz
Rik,Vanwalleghem
James,Magee
International,Conference on Metering  Apparatus  and Tariffs for Electricity Supply (3rd 1977 London  Eng.)
Rachel,Bailey Jones
María,Jesús García González
Jessica,Steele
Katharine,Holabird
Committee,on Homeland Security and Export Controls
Gregory,M. Fulkerson
Amine,Mouatik
Katerina,Bazantova
Carl,Braenland
Fitdurchaktien,Unknown
Tracy,O'Leary Tevyaw
Jeannette,Nelda Publishing
Joseph,Zaccardi
María,Himelda Ramírez
Florence,Daniel
Stephanie,McCall
Raymond,Scally
P.,LeForge
Diane,Mastromarino
Aam,Amilia
Nick,Totton
William,L. Deandrea
Hank,Phillippi Ryan
Richard,Sugg
Chris,Finan
Nick,Ceh
Joanne,Ryder
Terry,A. Krieger
Celeste,Jones
Daria,Hall
Kjersti,Flottum
Clinton,E. Arnold
David,Wood
Gary,Laderman
Kantibhai,Shah
H.,Tompkins
Maria,C. Betrò
Lester,Dent
Jerry,G. Chmielewski
Brian,Anthony
Robin,Robbins
Maria,Àngels Filella i Castells
Oscar,Guermouche
Nicole,Antonia
Harriet,Pope
Luke,Merrick
Wessely ,Wolfgang Dr
Jean,Louis Anestal
Angela,Padrón
JOSE,PEREZ
cser,Publishing
Galactic,Serenity
Armelle,Kerromes
Divertente,Cucina n cucinare
J.,C. McKeown
Daruma,Serveis Lingüistics  S.L.
shields,books
Daniel,Garrison Brinton
Henry,Barclay Swete
José,Osbaldo García Muñoz
Viviane,Starck
Carles,Garcia Amengual
J.,M. Snap
Jonael,Schickler
Julie,McDonough
Randall,Kaufmann
Arthur,Robert Harding
Tim,Pigott-Smith
Adrian,Kear
Feather,Schwartz Foster
Venter,Unknown
Agnes,Wavering
Valerie,Beardsmore
Friedrich,Sieggrun
Christine,Moorcroft
Takeshi,Kaikō
Andrea,Butler
Mimi,Sheraton
Jane,Katz
Peter,B. Kenen
Takeo,Uemura
John,Timpson
Ming,Chen
Heinrich,Alt
Gosengoku,Ueda
David,Abram
Gloria,J Borden
Karen,Meadows
United,States. Congress. Senate. Committee on Finance. Subcommittee on International Trade.
Avihu,Zakai
Sheena,Kamal
James,H. Willbanks
Stanisław,Rogala
Mario,Linguari
Greg,Alldredge
Harada,Unknown
Walt,Scacchi
Mike,D. Waters
Douglas,C. Ligor
C.,William Thomas
John,L. Wright
James,Buchanan Henry
Jean-Arcady,Meyer
Enzo,Angelucci
Keja,L. Valens
Isolde,Unknown
A.,P. Hernández
Eden,Boudreau
Alice,Rosewell
Moldavia,Travel Journal Publishing
Mercedes,Llorent-Vaquero
Anne,Warner
Dent,6Th Edition
Robert,Miskimen
Alberto,Dou
William,Dean Howells
Dominique,Fily
John,Berger
Yvonne,Shafer
Adam,Gamble
Gerry,Lane
Anthony,Kemp
Canada.,Consulting and Audit Canada.
Lafcadio,Hearn
Vladimir,Habjan
South,Australian Museum
Jerry,Snyder
International,Monetary Fund
Thomas,Dunn English
Chong-Sik,Lee
Robertson , James I.  Jr.
Devyn,Morgan
D.,C. Tosteson
Marcela,Jerochim
Donald,E. Greydanus
Christopher,G. Joslin
Nancy,L. Meedzan
Hana,Hana Lexi
Sayema,samu
Jascha,Philipp Braun
Emilio,Huguet del Villar
Walter,Schlutius
Lauren,Parker
Robert,Wyndham Ketton-Cremer
D.,S. Zverev
Lynne,Davis
Jeffrey,Archer
Fred,Reinfeld
Mrs,Rene Boote
Sheryl,Sloan
Henning,Wagenbreth
Macmillan,General Reference
David,Blixt
Michael,Bond
Larry,Weinberg
Heid,E. Erdrich
Zihua,Chi
Zeyi,Zhuang
Frank,Hubert Elsby
Damien,Isabel
Mario,Benedetti
Elfi,Pracht-Jörns
Lisa,J. Amstutz
Erik,Cuevas
P.,Schwab
Maisie,Chan
H,Scott
Helen,Coupland-Smith
Leon,T. Dickinson
Stephen,Glicker
John,Raymond Peterson
Food,and Agriculture Organization of the United Nations
Joy,Gallegos
Wright ,Thomas
United,States. Congress. Senate. Committee on Small Business and Entrepreneurship.
Finlay,Thomas
Matt,Kindt
Carole,Gerber
Robert,L. Flood
Leta,McGaffey
Lucy,Abbot Throop
Gabrielle,Roy
G.A,AND STEINER STEINER
Gordon,Patterson
Teferu,Azr
Alfred,Lord Tennyson
M.,Vinzent
Liwei,Jiao
Kari,H. Guthrie
Dennis,L. Noble
Rick,Crandall
Glubb ,John Bagot Sir
Martin,Polster
Guillermo,Barzuna
Kay,Ryan
Charlotte,Guillain
Samuel,Hambleton Needles
Carol,J. Post
Nick,Mackie
Roald,E. Gershberg
Terry,Telger
Christoph,Arnoldner
Flynn ,Joseph E.  Jr.
Joanna,Szczek
Damien,Benoit-Ledoux
Diane,Covington-Carter
Emil,Joseph Kirchner
Steve,Higgs
Francesco,Bellanti
Tuija,KOKKONEN
Noma,Trends Noma Trends Valley
F.,J. Maarse
Luc,Marin
Moin,Moin
Rueger ,Max;  Meier  Hanspeter; Godwin  Nora (translator)
Magdalena,Cerdán
Maria,Kantak
Plató,Unknown
United,States Accounting Office (GAO)
Mauro,Bulgarelli
Carra,de Vaux  Bernard baron
Edward,Bulwer Lytton  Baron Lytton
Stephen,Baxter
Edith,Wharton
Lee,E. Brandon
Greg,Richards
Gerald,Roe Crone
Collectif,Unknown
S.,N. Behrman
Margot,Shales
Marie-Helene,Queval
Margit,Schönberger
Fintan,O'Toole
Éva,Kovács
Mary,Soderstrom
Eamonn,McCann
Yoshiyuki,Tamura
John,Henry Ledeboer
John,Townsend
Ulrich,Beck
Istituto,per lo sviluppo della formazione professionale dei lavoratori
Another,Storyteller
Jason,Kasper
Kathleen,McInerney
Whitney,Casares
Universidad,Complutense de Madrid. Facultad de Bellas Artes
Pierre,Martin
Dakota,Skye
LaTricia,Morris
Peter,Keppler
Cliff,Simons
Palestine,Exploration Society
Michelle,Fritz
Rostam,Joobbani
Saeed,Emlord
Fédération,internationale des associations d'études classiques
Shirley,Washenko
Rex,Burwell
Leopold,von Ranke
Samuel,O. Freedman
Margaret,Edson
Barbara,Lee Horn
Petra,Mathers
Jones ,William
Keith,Weidkamp
Juan,Félix Bellido
Steve,Mills
Jin,Akiyama
Ralph,Miner
John,S. P. Lumley
Rise,B. Axelrod
Katherine,Chike
S.,W. Vaughn
A.K.,Saxena
Steven,J. Addonizio
Lawrence,L. Ssemusu
Zoé,Jiménez Corretjer
Alexander,McDonald
Patrick,M. Wright
Rudolf,Haag
Ahlulbayt,Organization
Ms,Loretta McNary
Nicholas,Kardaras
Sigmund,Brouwer
S.,A. Mohiuddine
Colm,Tóibín
Justin,Sheehy
Pablo,Marquet
Gaiger,Unknown
c.,s. jackson
Salome,Crawford
Gian,Candido De Martin
Meenal,Dhall
Helmut,Draxler
Zhang ,Jun.
Lourdes,Olmos Juárez
Bayerisches,Landesamt für Denkmalpflege.
J.,C. Grace
The,Silversteins
Karen,Belgard
E.,Brent Besemer
David,J. Mayston
Sarah,Lawrence
Hamlin,Garland
Tom,Clancy
Ellen,Sweatt
Robert,Eustace
Gareth,Roberts
Paul,K. Stuewe
Takao,Aoki
Margie,Warrell
Andrew,Coney
Rob,Leytham
Lucy,Clarke
Miller ,Mary A.
Andrea,B. Yelin
United,States. Congress. House. Committee on Natural Resources. Subcommittee on Native American Affairs.
Larysa,Petrova
Linda,Raymond
Thomas,Williams
Marlene,A. Groves
Osamu,Fukushima
Richard,P. Vaughan
Magnus,MacFarlane-Barrow
Laura,Weber
W.,Henle
Clarissa,Lins
David,Wirick
Alexander,Skobeleff
International,Monetary Fund. Monetary and Capital Markets Department
Hermann,Buddha
Edition,Grillmeister
RECOVERRITE,LLC
Kathy,Hamrick
Ciara,Publishing
Darci,Garcia
Wm,Lane M. Robson
Brian,George Hewitt
Heather,D. Frankland
Brian,K. Vaughan
I.,J. Publishing
黎子鹏,Unknown
Martin,Glicksman
Thomas,D. Schneid
Fiona,Cummings
R,S Means Company
James,D'Arienzo Jr.
Steve,Bourie
Peter,Hofschröer
Kris,Deschouwer
Mikio,Kano
Daniel,Yagnye Tom
Austin,Sarat
International,Conference on Earthquake Resistant Construction and Design (2nd 1994 Berlin  Germany)
Michael,A. Weinstein
Bruce,Hopkins
Raymond,Murphy
Jim,Cobb
James,J. Cochran
Erzabet,Bishop
Nick,Snels
Ben,Galley
Michelle,Downing
Jenna,Lamia
Fethi,Choubani
Ted,Wood
Middle,Temple (London
Molly,McLaughlin
Luz,Prensa
José,Gregorio Vásquez Salazar
Tracy,Alton
Education,Express
Alicia,Fuentes Calle
Hans,Eckart Rübesamen
Karmen,Pazek
Agro,Agenda
Mª,Mercedes López Torrecilla
Koustaff,Unknown
Timothy,E Jeffers
W.,E. B. Bois
Sullivan,Soil and Water
Dan,Kind
Joachim,Bouvet
Ana,Lucía Casanova Guerrero
E.,Otoghagua
Marjorie,Snow
Joan,Lee
Jo,Kellum
Karen,Elder
Paul,Mason
Anna,Alston
Francesc,J. de Mir
Sandra,Derickson
Rodney,L. Petersen
Sandra,Grant
R.I.,Moore
Susan,E. Mann
John,William Dawson
Alexander,Spence
P.,Vasudevan
Shoichiro,Nakamura
Stanisław,Gałkowski
Joseph,Barlow Robinson
Sae,Okamoto
Anne,Taulavuori
Darren,Douglass
Louise,Miller
Verónica,Giménez Béliveau
Jacobson ,Stephen PhD
Jennifer,Cervantes
John,Milton
Dimitris,Tsaloumas
P.,Hoggett
Alex,Apostol
Zhao,xue kai
Walter,Schmidkunz
Catherine,Coles
Bodina,Publishing
Abdín,Noboa-Ríos
Ilya,Schor
Theodore,Ernest Beyer
Arne,L. Kalleberg
Lion,Weber Publishing
Rustin,Radcliffe
Prof.,Nilesh Vitthal Nikam
Luis,Antonio González Silva
Raquel,Valido
Philip,Holthusen
Régine,Marcellak
Ying,Sun
Charles,Mountjoy 1898-1969 Bice
Joan,Antoni Cerrato Rosselló
Isabelle,MORIN
Ijmr,(Editor)
Fritz,Löffler
Colectivo,Editorial de La Liga de Poetas del Sur
C.,M. Duffus
Frederic,Lelong
Jeannine,Janvier
Mildred,J. Little
Lindsey,Hall
John,N. Gardner
M.,J. Brown
Ian,Macmillan
D.,D. R. Owen
George,Hicks  III
Hans,T. Bakker
Will,Cook
Museum,of London.
Phil,R.M. Oliver
Sharon,A. Wynne
Alan,Barnard
Randy,Glasbergen
Norma,Benghiat
Richard,Sanger
Lyon,Gardiner Tyler
Alexander,Wilder
Catherine,Decours
Hanneke,Ronnes
Charles,Mead
Cyrano,De Words-u-lac
Reuven,Chen
Tina,Velazquez
Rita,L. Spears
Julian,St. Claire
W.,1838-1935 Robinson
Andreas,Niedermair
R.,H. Charles
Hans,Andersen
Abdellatif,El alama
Veronica,Michael
Scarlett,Paine
Britta,Buzzi-Huppert
Carmen,del Rosario López-López 
Monse,Martinez
Shivcharran,Hulasie
Wilhelm,G. A. Diercks
Eugenia,Bachert
Sabley,Sabin
Roland,Kirstein
Jean,F. Blashfield
Paola,Cassinelli
Hans,Fronius
Patrick,Süskind
Mark,Krueger
Nobuyuki,Anzai
Tony,Grant
Eric,Carle
Richard,D. Row
Hans,Weigert
Jack,London
Simon,Haines
Beatrice,Harrison
Frances,Butler Leigh
Natal'ia,Vorozhbit
Glenna,Finley
Christopher,Kelly
Megan,Borgert-Spaniol
Russil,Tamsen
Christina,Rooney
Hermann,Tiemann
Luo,xing wu
Stephanie,Loureiro
Bud,Flower
Luca,Bezzi
Anower,Press
Yasemin,Temizarabaci Yildirmaz
K.,T. Margaret
Dewitt,C. Goodrich
Tyler,Meloy
Biblical,Ministries Worldwide
Amis,de l'abbaye
Maksim,Aleksandrovich Emelʹi͡anov-Lukʹi͡anchikov
Mary,Jane Sterling
M.,Szycher
Calvin,Elliott
Ruth,Miller
Harvard,Business School
James,Johnson
Gianfranco,Cecchin
Vickie,L. Bajtelsmit
Kenneth,Koch
Patricia,Bee
Lagḣvychv ,Dzhʹamlʹadin.
Ganga,Ram Garg
Yves,Reynaud
Michael,Holding
Javier,Hernando Carrasco
Ron,Mueller
Bjarne,Stroustrup
George,I. Purdy
Loren,P. Meissner
Tony,Ross
Marcin,Król
Max,Ferguson
Minoru,Ōya
John,Taylor
Craig,Rice
Alice,Ayden
NotAvailable,Unknown
European,Commission
Lauren,Swayne Barthold
Johanna,Lindsey
Homa,Javahery
Tina,Minnick
Jake,Frost
Denise,Inmon Young
